"City","Date","schoolhols","school.hols"
"29302","Melbourne",2014-01-10,"1","4"
"29303","Perth",2014-01-10,"1","4"
"29304","Sydney",2014-01-10,"1","4"
"29305","Adelaide",2014-01-11,"1","4"
"29306","Brisbane",2014-01-11,"1","4"
"29307","Canberra",2014-01-11,"1","4"
"29308","Darwin",2014-01-11,"1","4"
"29309","Hobart",2014-01-11,"1","4"
"29310","Melbourne",2014-01-11,"1","4"
"29311","Perth",2014-01-11,"1","4"
"29312","Sydney",2014-01-11,"1","4"
"29313","Adelaide",2014-01-12,"1","4"
"29314","Brisbane",2014-01-12,"1","4"
"29315","Canberra",2014-01-12,"1","4"
"29316","Darwin",2014-01-12,"1","4"
"29317","Hobart",2014-01-12,"1","4"
"29318","Melbourne",2014-01-12,"1","4"
"29319","Perth",2014-01-12,"1","4"
"29320","Sydney",2014-01-12,"1","4"
"29321","Adelaide",2014-01-13,"1","4"
"29322","Brisbane",2014-01-13,"1","4"
"29323","Canberra",2014-01-13,"1","4"
"29324","Darwin",2014-01-13,"1","4"
"29325","Hobart",2014-01-13,"1","4"
"29326","Melbourne",2014-01-13,"1","4"
"29327","Perth",2014-01-13,"1","4"
"29328","Sydney",2014-01-13,"1","4"
"29329","Adelaide",2014-01-14,"1","4"
"29330","Brisbane",2014-01-14,"1","4"
"29331","Canberra",2014-01-14,"1","4"
"29332","Darwin",2014-01-14,"1","4"
"29333","Hobart",2014-01-14,"1","4"
"29334","Melbourne",2014-01-14,"1","4"
"29335","Perth",2014-01-14,"1","4"
"29336","Sydney",2014-01-14,"1","4"
"29337","Adelaide",2014-01-15,"1","4"
"29338","Brisbane",2014-01-15,"1","4"
"29339","Canberra",2014-01-15,"1","4"
"29340","Darwin",2014-01-15,"1","4"
"29341","Hobart",2014-01-15,"1","4"
"29342","Melbourne",2014-01-15,"1","4"
"29343","Perth",2014-01-15,"1","4"
"29344","Sydney",2014-01-15,"1","4"
"29345","Adelaide",2014-01-16,"1","4"
"29346","Brisbane",2014-01-16,"1","4"
"29347","Canberra",2014-01-16,"1","4"
"29348","Darwin",2014-01-16,"1","4"
"29349","Hobart",2014-01-16,"1","4"
"29350","Melbourne",2014-01-16,"1","4"
"29351","Perth",2014-01-16,"1","4"
"29352","Sydney",2014-01-16,"1","4"
"29353","Adelaide",2014-01-17,"1","4"
"29354","Brisbane",2014-01-17,"1","4"
"29355","Canberra",2014-01-17,"1","4"
"29356","Darwin",2014-01-17,"1","4"
"29357","Hobart",2014-01-17,"1","4"
"29358","Melbourne",2014-01-17,"1","4"
"29359","Perth",2014-01-17,"1","4"
"29360","Sydney",2014-01-17,"1","4"
"29361","Adelaide",2014-01-18,"1","4"
"29362","Brisbane",2014-01-18,"1","4"
"29363","Canberra",2014-01-18,"1","4"
"29364","Darwin",2014-01-18,"1","4"
"29365","Hobart",2014-01-18,"1","4"
"29366","Melbourne",2014-01-18,"1","4"
"29367","Perth",2014-01-18,"1","4"
"29368","Sydney",2014-01-18,"1","4"
"29369","Adelaide",2014-01-19,"1","4"
"29370","Brisbane",2014-01-19,"1","4"
"29371","Canberra",2014-01-19,"1","4"
"29372","Darwin",2014-01-19,"1","4"
"29373","Hobart",2014-01-19,"1","4"
"29374","Melbourne",2014-01-19,"1","4"
"29375","Perth",2014-01-19,"1","4"
"29376","Sydney",2014-01-19,"1","4"
"29377","Adelaide",2014-01-20,"1","4"
"29378","Brisbane",2014-01-20,"1","4"
"29379","Canberra",2014-01-20,"1","4"
"29380","Darwin",2014-01-20,"1","4"
"29381","Hobart",2014-01-20,"1","4"
"29382","Melbourne",2014-01-20,"1","4"
"29383","Perth",2014-01-20,"1","4"
"29384","Sydney",2014-01-20,"1","4"
"29385","Adelaide",2014-01-21,"1","4"
"29386","Brisbane",2014-01-21,"1","4"
"29387","Canberra",2014-01-21,"1","4"
"29388","Darwin",2014-01-21,"1","4"
"29389","Hobart",2014-01-21,"1","4"
"29390","Melbourne",2014-01-21,"1","4"
"29391","Perth",2014-01-21,"1","4"
"29392","Sydney",2014-01-21,"1","4"
"29393","Adelaide",2014-01-22,"1","4"
"29394","Brisbane",2014-01-22,"1","4"
"29395","Canberra",2014-01-22,"1","4"
"29396","Darwin",2014-01-22,"1","4"
"29397","Hobart",2014-01-22,"1","4"
"29398","Melbourne",2014-01-22,"1","4"
"29399","Perth",2014-01-22,"1","4"
"29400","Sydney",2014-01-22,"1","4"
"29401","Adelaide",2014-01-23,"1","4"
"29402","Brisbane",2014-01-23,"1","4"
"29403","Canberra",2014-01-23,"1","4"
"29404","Darwin",2014-01-23,"1","4"
"29405","Hobart",2014-01-23,"1","4"
"29406","Melbourne",2014-01-23,"1","4"
"29407","Perth",2014-01-23,"1","4"
"29408","Sydney",2014-01-23,"1","4"
"29409","Adelaide",2014-01-24,"1","4"
"29410","Brisbane",2014-01-24,"1","4"
"29411","Canberra",2014-01-24,"1","4"
"29412","Darwin",2014-01-24,"0","0"
"29413","Hobart",2014-01-24,"1","4"
"29414","Melbourne",2014-01-24,"1","4"
"29415","Perth",2014-01-24,"1","4"
"29416","Sydney",2014-01-24,"1","4"
"29417","Adelaide",2014-01-25,"1","4"
"29418","Brisbane",2014-01-25,"1","4"
"29419","Canberra",2014-01-25,"1","4"
"29420","Darwin",2014-01-25,"0","0"
"29421","Hobart",2014-01-25,"1","4"
"29422","Melbourne",2014-01-25,"1","4"
"29423","Perth",2014-01-25,"1","4"
"29424","Sydney",2014-01-25,"1","4"
"29425","Adelaide",2014-01-26,"1","4"
"29426","Brisbane",2014-01-26,"1","4"
"29427","Canberra",2014-01-26,"1","4"
"29428","Darwin",2014-01-26,"0","0"
"29429","Hobart",2014-01-26,"1","4"
"29430","Melbourne",2014-01-26,"1","4"
"29431","Perth",2014-01-26,"1","4"
"29432","Sydney",2014-01-26,"1","4"
"29433","Adelaide",2014-01-27,"1","4"
"29434","Brisbane",2014-01-27,"1","4"
"29435","Canberra",2014-01-27,"1","4"
"29436","Darwin",2014-01-27,"0","0"
"29437","Hobart",2014-01-27,"1","4"
"29438","Melbourne",2014-01-27,"1","4"
"29439","Perth",2014-01-27,"1","4"
"29440","Sydney",2014-01-27,"1","4"
"29441","Adelaide",2014-01-28,"0","0"
"29442","Brisbane",2014-01-28,"0","0"
"29443","Canberra",2014-01-28,"1","4"
"29444","Darwin",2014-01-28,"0","0"
"29445","Hobart",2014-01-28,"1","4"
"29446","Melbourne",2014-01-28,"1","4"
"29447","Perth",2014-01-28,"1","4"
"29448","Sydney",2014-01-28,"0","0"
"29449","Adelaide",2014-01-29,"0","0"
"29450","Brisbane",2014-01-29,"0","0"
"29451","Canberra",2014-01-29,"1","4"
"29452","Darwin",2014-01-29,"0","0"
"29453","Hobart",2014-01-29,"1","4"
"29454","Melbourne",2014-01-29,"0","0"
"29455","Perth",2014-01-29,"1","4"
"29456","Sydney",2014-01-29,"0","0"
"29457","Adelaide",2014-01-30,"0","0"
"29458","Brisbane",2014-01-30,"0","0"
"29459","Canberra",2014-01-30,"1","4"
"29460","Darwin",2014-01-30,"0","0"
"29461","Hobart",2014-01-30,"1","4"
"29462","Melbourne",2014-01-30,"0","0"
"29463","Perth",2014-01-30,"1","4"
"29464","Sydney",2014-01-30,"0","0"
"29465","Adelaide",2014-01-31,"0","0"
"29466","Brisbane",2014-01-31,"0","0"
"29467","Canberra",2014-01-31,"0","0"
"29468","Darwin",2014-01-31,"0","0"
"29469","Hobart",2014-01-31,"1","4"
"29470","Melbourne",2014-01-31,"0","0"
"29471","Perth",2014-01-31,"1","4"
"29472","Sydney",2014-01-31,"0","0"
"29473","Adelaide",2014-02-01,"0","0"
"29474","Brisbane",2014-02-01,"0","0"
"29475","Canberra",2014-02-01,"0","0"
"29476","Darwin",2014-02-01,"0","0"
"29477","Hobart",2014-02-01,"1","4"
"29478","Melbourne",2014-02-01,"0","0"
"29479","Perth",2014-02-01,"1","4"
"29480","Sydney",2014-02-01,"0","0"
"29481","Adelaide",2014-02-02,"0","0"
"29482","Brisbane",2014-02-02,"0","0"
"29483","Canberra",2014-02-02,"0","0"
"29484","Darwin",2014-02-02,"0","0"
"29485","Hobart",2014-02-02,"1","4"
"29486","Melbourne",2014-02-02,"0","0"
"29487","Perth",2014-02-02,"1","4"
"29488","Sydney",2014-02-02,"0","0"
"29489","Adelaide",2014-02-03,"0","0"
"29490","Brisbane",2014-02-03,"0","0"
"29491","Canberra",2014-02-03,"0","0"
"29492","Darwin",2014-02-03,"0","0"
"29493","Hobart",2014-02-03,"1","4"
"29494","Melbourne",2014-02-03,"0","0"
"29495","Perth",2014-02-03,"0","0"
"29496","Sydney",2014-02-03,"0","0"
"29497","Adelaide",2014-02-04,"0","0"
"29498","Brisbane",2014-02-04,"0","0"
"29499","Canberra",2014-02-04,"0","0"
"29500","Darwin",2014-02-04,"0","0"
"29501","Hobart",2014-02-04,"1","4"
"29502","Melbourne",2014-02-04,"0","0"
"29503","Perth",2014-02-04,"0","0"
"29504","Sydney",2014-02-04,"0","0"
"29505","Adelaide",2014-02-05,"0","0"
"29506","Brisbane",2014-02-05,"0","0"
"29507","Canberra",2014-02-05,"0","0"
"29508","Darwin",2014-02-05,"0","0"
"29509","Hobart",2014-02-05,"0","0"
"29510","Melbourne",2014-02-05,"0","0"
"29511","Perth",2014-02-05,"0","0"
"29512","Sydney",2014-02-05,"0","0"
"29513","Adelaide",2014-02-06,"0","0"
"29514","Brisbane",2014-02-06,"0","0"
"29515","Canberra",2014-02-06,"0","0"
"29516","Darwin",2014-02-06,"0","0"
"29517","Hobart",2014-02-06,"0","0"
"29518","Melbourne",2014-02-06,"0","0"
"29519","Perth",2014-02-06,"0","0"
"29520","Sydney",2014-02-06,"0","0"
"29521","Adelaide",2014-02-07,"0","0"
"29522","Brisbane",2014-02-07,"0","0"
"29523","Canberra",2014-02-07,"0","0"
"29524","Darwin",2014-02-07,"0","0"
"29525","Hobart",2014-02-07,"0","0"
"29526","Melbourne",2014-02-07,"0","0"
"29527","Perth",2014-02-07,"0","0"
"29528","Sydney",2014-02-07,"0","0"
"29529","Adelaide",2014-02-08,"0","0"
"29530","Brisbane",2014-02-08,"0","0"
"29531","Canberra",2014-02-08,"0","0"
"29532","Darwin",2014-02-08,"0","0"
"29533","Hobart",2014-02-08,"0","0"
"29534","Melbourne",2014-02-08,"0","0"
"29535","Perth",2014-02-08,"0","0"
"29536","Sydney",2014-02-08,"0","0"
"29537","Adelaide",2014-02-09,"0","0"
"29538","Brisbane",2014-02-09,"0","0"
"29539","Canberra",2014-02-09,"0","0"
"29540","Darwin",2014-02-09,"0","0"
"29541","Hobart",2014-02-09,"0","0"
"29542","Melbourne",2014-02-09,"0","0"
"29543","Perth",2014-02-09,"0","0"
"29544","Sydney",2014-02-09,"0","0"
"29545","Adelaide",2014-02-10,"0","0"
"29546","Brisbane",2014-02-10,"0","0"
"29547","Canberra",2014-02-10,"0","0"
"29548","Darwin",2014-02-10,"0","0"
"29549","Hobart",2014-02-10,"0","0"
"29550","Melbourne",2014-02-10,"0","0"
"29551","Perth",2014-02-10,"0","0"
"29552","Sydney",2014-02-10,"0","0"
"29553","Adelaide",2014-02-11,"0","0"
"29554","Brisbane",2014-02-11,"0","0"
"29555","Canberra",2014-02-11,"0","0"
"29556","Darwin",2014-02-11,"0","0"
"29557","Hobart",2014-02-11,"0","0"
"29558","Melbourne",2014-02-11,"0","0"
"29559","Perth",2014-02-11,"0","0"
"29560","Sydney",2014-02-11,"0","0"
"29561","Adelaide",2014-02-12,"0","0"
"29562","Brisbane",2014-02-12,"0","0"
"29563","Canberra",2014-02-12,"0","0"
"29564","Darwin",2014-02-12,"0","0"
"29565","Hobart",2014-02-12,"0","0"
"29566","Melbourne",2014-02-12,"0","0"
"29567","Perth",2014-02-12,"0","0"
"29568","Sydney",2014-02-12,"0","0"
"29569","Adelaide",2014-02-13,"0","0"
"29570","Brisbane",2014-02-13,"0","0"
"29571","Canberra",2014-02-13,"0","0"
"29572","Darwin",2014-02-13,"0","0"
"29573","Hobart",2014-02-13,"0","0"
"29574","Melbourne",2014-02-13,"0","0"
"29575","Perth",2014-02-13,"0","0"
"29576","Sydney",2014-02-13,"0","0"
"29577","Adelaide",2014-02-14,"0","0"
"29578","Brisbane",2014-02-14,"0","0"
"29579","Canberra",2014-02-14,"0","0"
"29580","Darwin",2014-02-14,"0","0"
"29581","Hobart",2014-02-14,"0","0"
"29582","Melbourne",2014-02-14,"0","0"
"29583","Perth",2014-02-14,"0","0"
"29584","Sydney",2014-02-14,"0","0"
"29585","Adelaide",2014-02-15,"0","0"
"29586","Brisbane",2014-02-15,"0","0"
"29587","Canberra",2014-02-15,"0","0"
"29588","Darwin",2014-02-15,"0","0"
"29589","Hobart",2014-02-15,"0","0"
"29590","Melbourne",2014-02-15,"0","0"
"29591","Perth",2014-02-15,"0","0"
"29592","Sydney",2014-02-15,"0","0"
"29593","Adelaide",2014-02-16,"0","0"
"29594","Brisbane",2014-02-16,"0","0"
"29595","Canberra",2014-02-16,"0","0"
"29596","Darwin",2014-02-16,"0","0"
"29597","Hobart",2014-02-16,"0","0"
"29598","Melbourne",2014-02-16,"0","0"
"29599","Perth",2014-02-16,"0","0"
"29600","Sydney",2014-02-16,"0","0"
"29601","Adelaide",2014-02-17,"0","0"
"29602","Brisbane",2014-02-17,"0","0"
"29603","Canberra",2014-02-17,"0","0"
"29604","Darwin",2014-02-17,"0","0"
"29605","Hobart",2014-02-17,"0","0"
"29606","Melbourne",2014-02-17,"0","0"
"29607","Perth",2014-02-17,"0","0"
"29608","Sydney",2014-02-17,"0","0"
"29609","Adelaide",2014-02-18,"0","0"
"29610","Brisbane",2014-02-18,"0","0"
"29611","Canberra",2014-02-18,"0","0"
"29612","Darwin",2014-02-18,"0","0"
"29613","Hobart",2014-02-18,"0","0"
"29614","Melbourne",2014-02-18,"0","0"
"29615","Perth",2014-02-18,"0","0"
"29616","Sydney",2014-02-18,"0","0"
"29617","Adelaide",2014-02-19,"0","0"
"29618","Brisbane",2014-02-19,"0","0"
"29619","Canberra",2014-02-19,"0","0"
"29620","Darwin",2014-02-19,"0","0"
"29621","Hobart",2014-02-19,"0","0"
"29622","Melbourne",2014-02-19,"0","0"
"29623","Perth",2014-02-19,"0","0"
"29624","Sydney",2014-02-19,"0","0"
"29625","Adelaide",2014-02-20,"0","0"
"29626","Brisbane",2014-02-20,"0","0"
"29627","Canberra",2014-02-20,"0","0"
"29628","Darwin",2014-02-20,"0","0"
"29629","Hobart",2014-02-20,"0","0"
"29630","Melbourne",2014-02-20,"0","0"
"29631","Perth",2014-02-20,"0","0"
"29632","Sydney",2014-02-20,"0","0"
"29633","Adelaide",2014-02-21,"0","0"
"29634","Brisbane",2014-02-21,"0","0"
"29635","Canberra",2014-02-21,"0","0"
"29636","Darwin",2014-02-21,"0","0"
"29637","Hobart",2014-02-21,"0","0"
"29638","Melbourne",2014-02-21,"0","0"
"29639","Perth",2014-02-21,"0","0"
"29640","Sydney",2014-02-21,"0","0"
"29641","Adelaide",2014-02-22,"0","0"
"29642","Brisbane",2014-02-22,"0","0"
"29643","Canberra",2014-02-22,"0","0"
"29644","Darwin",2014-02-22,"0","0"
"29645","Hobart",2014-02-22,"0","0"
"29646","Melbourne",2014-02-22,"0","0"
"29647","Perth",2014-02-22,"0","0"
"29648","Sydney",2014-02-22,"0","0"
"29649","Adelaide",2014-02-23,"0","0"
"29650","Brisbane",2014-02-23,"0","0"
"29651","Canberra",2014-02-23,"0","0"
"29652","Darwin",2014-02-23,"0","0"
"29653","Hobart",2014-02-23,"0","0"
"29654","Melbourne",2014-02-23,"0","0"
"29655","Perth",2014-02-23,"0","0"
"29656","Sydney",2014-02-23,"0","0"
"29657","Adelaide",2014-02-24,"0","0"
"29658","Brisbane",2014-02-24,"0","0"
"29659","Canberra",2014-02-24,"0","0"
"29660","Darwin",2014-02-24,"0","0"
"29661","Hobart",2014-02-24,"0","0"
"29662","Melbourne",2014-02-24,"0","0"
"29663","Perth",2014-02-24,"0","0"
"29664","Sydney",2014-02-24,"0","0"
"29665","Adelaide",2014-02-25,"0","0"
"29666","Brisbane",2014-02-25,"0","0"
"29667","Canberra",2014-02-25,"0","0"
"29668","Darwin",2014-02-25,"0","0"
"29669","Hobart",2014-02-25,"0","0"
"29670","Melbourne",2014-02-25,"0","0"
"29671","Perth",2014-02-25,"0","0"
"29672","Sydney",2014-02-25,"0","0"
"29673","Adelaide",2014-02-26,"0","0"
"29674","Brisbane",2014-02-26,"0","0"
"29675","Canberra",2014-02-26,"0","0"
"29676","Darwin",2014-02-26,"0","0"
"29677","Hobart",2014-02-26,"0","0"
"29678","Melbourne",2014-02-26,"0","0"
"29679","Perth",2014-02-26,"0","0"
"29680","Sydney",2014-02-26,"0","0"
"29681","Adelaide",2014-02-27,"0","0"
"29682","Brisbane",2014-02-27,"0","0"
"29683","Canberra",2014-02-27,"0","0"
"29684","Darwin",2014-02-27,"0","0"
"29685","Hobart",2014-02-27,"0","0"
"29686","Melbourne",2014-02-27,"0","0"
"29687","Perth",2014-02-27,"0","0"
"29688","Sydney",2014-02-27,"0","0"
"29689","Adelaide",2014-02-28,"0","0"
"29690","Brisbane",2014-02-28,"0","0"
"29691","Canberra",2014-02-28,"0","0"
"29692","Darwin",2014-02-28,"0","0"
"29693","Hobart",2014-02-28,"0","0"
"29694","Melbourne",2014-02-28,"0","0"
"29695","Perth",2014-02-28,"0","0"
"29696","Sydney",2014-02-28,"0","0"
"29697","Adelaide",2014-03-01,"0","0"
"29698","Brisbane",2014-03-01,"0","0"
"29699","Canberra",2014-03-01,"0","0"
"29700","Darwin",2014-03-01,"0","0"
"29701","Hobart",2014-03-01,"0","0"
"29702","Melbourne",2014-03-01,"0","0"
"29703","Perth",2014-03-01,"0","0"
"29704","Sydney",2014-03-01,"0","0"
"29705","Adelaide",2014-03-02,"0","0"
"29706","Brisbane",2014-03-02,"0","0"
"29707","Canberra",2014-03-02,"0","0"
"29708","Darwin",2014-03-02,"0","0"
"29709","Hobart",2014-03-02,"0","0"
"29710","Melbourne",2014-03-02,"0","0"
"29711","Perth",2014-03-02,"0","0"
"29712","Sydney",2014-03-02,"0","0"
"29713","Adelaide",2014-03-03,"0","0"
"29714","Brisbane",2014-03-03,"0","0"
"29715","Canberra",2014-03-03,"0","0"
"29716","Darwin",2014-03-03,"0","0"
"29717","Hobart",2014-03-03,"0","0"
"29718","Melbourne",2014-03-03,"0","0"
"29719","Perth",2014-03-03,"0","0"
"29720","Sydney",2014-03-03,"0","0"
"29721","Adelaide",2014-03-04,"0","0"
"29722","Brisbane",2014-03-04,"0","0"
"29723","Canberra",2014-03-04,"0","0"
"29724","Darwin",2014-03-04,"0","0"
"29725","Hobart",2014-03-04,"0","0"
"29726","Melbourne",2014-03-04,"0","0"
"29727","Perth",2014-03-04,"0","0"
"29728","Sydney",2014-03-04,"0","0"
"29729","Adelaide",2014-03-05,"0","0"
"29730","Brisbane",2014-03-05,"0","0"
"29731","Canberra",2014-03-05,"0","0"
"29732","Darwin",2014-03-05,"0","0"
"29733","Hobart",2014-03-05,"0","0"
"29734","Melbourne",2014-03-05,"0","0"
"29735","Perth",2014-03-05,"0","0"
"29736","Sydney",2014-03-05,"0","0"
"29737","Adelaide",2014-03-06,"0","0"
"29738","Brisbane",2014-03-06,"0","0"
"29739","Canberra",2014-03-06,"0","0"
"29740","Darwin",2014-03-06,"0","0"
"29741","Hobart",2014-03-06,"0","0"
"29742","Melbourne",2014-03-06,"0","0"
"29743","Perth",2014-03-06,"0","0"
"29744","Sydney",2014-03-06,"0","0"
"29745","Adelaide",2014-03-07,"0","0"
"29746","Brisbane",2014-03-07,"0","0"
"29747","Canberra",2014-03-07,"0","0"
"29748","Darwin",2014-03-07,"0","0"
"29749","Hobart",2014-03-07,"0","0"
"29750","Melbourne",2014-03-07,"0","0"
"29751","Perth",2014-03-07,"0","0"
"29752","Sydney",2014-03-07,"0","0"
"29753","Adelaide",2014-03-08,"0","0"
"29754","Brisbane",2014-03-08,"0","0"
"29755","Canberra",2014-03-08,"0","0"
"29756","Darwin",2014-03-08,"0","0"
"29757","Hobart",2014-03-08,"0","0"
"29758","Melbourne",2014-03-08,"0","0"
"29759","Perth",2014-03-08,"0","0"
"29760","Sydney",2014-03-08,"0","0"
"29761","Adelaide",2014-03-09,"0","0"
"29762","Brisbane",2014-03-09,"0","0"
"29763","Canberra",2014-03-09,"0","0"
"29764","Darwin",2014-03-09,"0","0"
"29765","Hobart",2014-03-09,"0","0"
"29766","Melbourne",2014-03-09,"0","0"
"29767","Perth",2014-03-09,"0","0"
"29768","Sydney",2014-03-09,"0","0"
"29769","Adelaide",2014-03-10,"0","0"
"29770","Brisbane",2014-03-10,"0","0"
"29771","Canberra",2014-03-10,"0","0"
"29772","Darwin",2014-03-10,"0","0"
"29773","Hobart",2014-03-10,"0","0"
"29774","Melbourne",2014-03-10,"0","0"
"29775","Perth",2014-03-10,"0","0"
"29776","Sydney",2014-03-10,"0","0"
"29777","Adelaide",2014-03-11,"0","0"
"29778","Brisbane",2014-03-11,"0","0"
"29779","Canberra",2014-03-11,"0","0"
"29780","Darwin",2014-03-11,"0","0"
"29781","Hobart",2014-03-11,"0","0"
"29782","Melbourne",2014-03-11,"0","0"
"29783","Perth",2014-03-11,"0","0"
"29784","Sydney",2014-03-11,"0","0"
"29785","Adelaide",2014-03-12,"0","0"
"29786","Brisbane",2014-03-12,"0","0"
"29787","Canberra",2014-03-12,"0","0"
"29788","Darwin",2014-03-12,"0","0"
"29789","Hobart",2014-03-12,"0","0"
"29790","Melbourne",2014-03-12,"0","0"
"29791","Perth",2014-03-12,"0","0"
"29792","Sydney",2014-03-12,"0","0"
"29793","Adelaide",2014-03-13,"0","0"
"29794","Brisbane",2014-03-13,"0","0"
"29795","Canberra",2014-03-13,"0","0"
"29796","Darwin",2014-03-13,"0","0"
"29797","Hobart",2014-03-13,"0","0"
"29798","Melbourne",2014-03-13,"0","0"
"29799","Perth",2014-03-13,"0","0"
"29800","Sydney",2014-03-13,"0","0"
"29801","Adelaide",2014-03-14,"0","0"
"29802","Brisbane",2014-03-14,"0","0"
"29803","Canberra",2014-03-14,"0","0"
"29804","Darwin",2014-03-14,"0","0"
"29805","Hobart",2014-03-14,"0","0"
"29806","Melbourne",2014-03-14,"0","0"
"29807","Perth",2014-03-14,"0","0"
"29808","Sydney",2014-03-14,"0","0"
"29809","Adelaide",2014-03-15,"0","0"
"29810","Brisbane",2014-03-15,"0","0"
"29811","Canberra",2014-03-15,"0","0"
"29812","Darwin",2014-03-15,"0","0"
"29813","Hobart",2014-03-15,"0","0"
"29814","Melbourne",2014-03-15,"0","0"
"29815","Perth",2014-03-15,"0","0"
"29816","Sydney",2014-03-15,"0","0"
"29817","Adelaide",2014-03-16,"0","0"
"29818","Brisbane",2014-03-16,"0","0"
"29819","Canberra",2014-03-16,"0","0"
"29820","Darwin",2014-03-16,"0","0"
"29821","Hobart",2014-03-16,"0","0"
"29822","Melbourne",2014-03-16,"0","0"
"29823","Perth",2014-03-16,"0","0"
"29824","Sydney",2014-03-16,"0","0"
"29825","Adelaide",2014-03-17,"0","0"
"29826","Brisbane",2014-03-17,"0","0"
"29827","Canberra",2014-03-17,"0","0"
"29828","Darwin",2014-03-17,"0","0"
"29829","Hobart",2014-03-17,"0","0"
"29830","Melbourne",2014-03-17,"0","0"
"29831","Perth",2014-03-17,"0","0"
"29832","Sydney",2014-03-17,"0","0"
"29833","Adelaide",2014-03-18,"0","0"
"29834","Brisbane",2014-03-18,"0","0"
"29835","Canberra",2014-03-18,"0","0"
"29836","Darwin",2014-03-18,"0","0"
"29837","Hobart",2014-03-18,"0","0"
"29838","Melbourne",2014-03-18,"0","0"
"29839","Perth",2014-03-18,"0","0"
"29840","Sydney",2014-03-18,"0","0"
"29841","Adelaide",2014-03-19,"0","0"
"29842","Brisbane",2014-03-19,"0","0"
"29843","Canberra",2014-03-19,"0","0"
"29844","Darwin",2014-03-19,"0","0"
"29845","Hobart",2014-03-19,"0","0"
"29846","Melbourne",2014-03-19,"0","0"
"29847","Perth",2014-03-19,"0","0"
"29848","Sydney",2014-03-19,"0","0"
"29849","Adelaide",2014-03-20,"0","0"
"29850","Brisbane",2014-03-20,"0","0"
"29851","Canberra",2014-03-20,"0","0"
"29852","Darwin",2014-03-20,"0","0"
"29853","Hobart",2014-03-20,"0","0"
"29854","Melbourne",2014-03-20,"0","0"
"29855","Perth",2014-03-20,"0","0"
"29856","Sydney",2014-03-20,"0","0"
"29857","Adelaide",2014-03-21,"0","0"
"29858","Brisbane",2014-03-21,"0","0"
"29859","Canberra",2014-03-21,"0","0"
"29860","Darwin",2014-03-21,"0","0"
"29861","Hobart",2014-03-21,"0","0"
"29862","Melbourne",2014-03-21,"0","0"
"29863","Perth",2014-03-21,"0","0"
"29864","Sydney",2014-03-21,"0","0"
"29865","Adelaide",2014-03-22,"0","0"
"29866","Brisbane",2014-03-22,"0","0"
"29867","Canberra",2014-03-22,"0","0"
"29868","Darwin",2014-03-22,"0","0"
"29869","Hobart",2014-03-22,"0","0"
"29870","Melbourne",2014-03-22,"0","0"
"29871","Perth",2014-03-22,"0","0"
"29872","Sydney",2014-03-22,"0","0"
"29873","Adelaide",2014-03-23,"0","0"
"29874","Brisbane",2014-03-23,"0","0"
"29875","Canberra",2014-03-23,"0","0"
"29876","Darwin",2014-03-23,"0","0"
"29877","Hobart",2014-03-23,"0","0"
"29878","Melbourne",2014-03-23,"0","0"
"29879","Perth",2014-03-23,"0","0"
"29880","Sydney",2014-03-23,"0","0"
"29881","Adelaide",2014-03-24,"0","0"
"29882","Brisbane",2014-03-24,"0","0"
"29883","Canberra",2014-03-24,"0","0"
"29884","Darwin",2014-03-24,"0","0"
"29885","Hobart",2014-03-24,"0","0"
"29886","Melbourne",2014-03-24,"0","0"
"29887","Perth",2014-03-24,"0","0"
"29888","Sydney",2014-03-24,"0","0"
"29889","Adelaide",2014-03-25,"0","0"
"29890","Brisbane",2014-03-25,"0","0"
"29891","Canberra",2014-03-25,"0","0"
"29892","Darwin",2014-03-25,"0","0"
"29893","Hobart",2014-03-25,"0","0"
"29894","Melbourne",2014-03-25,"0","0"
"29895","Perth",2014-03-25,"0","0"
"29896","Sydney",2014-03-25,"0","0"
"29897","Adelaide",2014-03-26,"0","0"
"29898","Brisbane",2014-03-26,"0","0"
"29899","Canberra",2014-03-26,"0","0"
"29900","Darwin",2014-03-26,"0","0"
"29901","Hobart",2014-03-26,"0","0"
"29902","Melbourne",2014-03-26,"0","0"
"29903","Perth",2014-03-26,"0","0"
"29904","Sydney",2014-03-26,"0","0"
"29905","Adelaide",2014-03-27,"0","0"
"29906","Brisbane",2014-03-27,"0","0"
"29907","Canberra",2014-03-27,"0","0"
"29908","Darwin",2014-03-27,"0","0"
"29909","Hobart",2014-03-27,"0","0"
"29910","Melbourne",2014-03-27,"0","0"
"29911","Perth",2014-03-27,"0","0"
"29912","Sydney",2014-03-27,"0","0"
"29913","Adelaide",2014-03-28,"0","0"
"29914","Brisbane",2014-03-28,"0","0"
"29915","Canberra",2014-03-28,"0","0"
"29916","Darwin",2014-03-28,"0","0"
"29917","Hobart",2014-03-28,"0","0"
"29918","Melbourne",2014-03-28,"0","0"
"29919","Perth",2014-03-28,"0","0"
"29920","Sydney",2014-03-28,"0","0"
"29921","Adelaide",2014-03-29,"0","0"
"29922","Brisbane",2014-03-29,"0","0"
"29923","Canberra",2014-03-29,"0","0"
"29924","Darwin",2014-03-29,"0","0"
"29925","Hobart",2014-03-29,"0","0"
"29926","Melbourne",2014-03-29,"0","0"
"29927","Perth",2014-03-29,"0","0"
"29928","Sydney",2014-03-29,"0","0"
"29929","Adelaide",2014-03-30,"0","0"
